anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Image URL
83,Akazukin Chacha,Red Riding Hood Chacha,赤ずきんチャチャ,7.49,"Adventure, Comedy, Fantasy, Romance","Akazukin Chacha is the story of a young magical girl (Mahō Shōjo) named Chacha. Living with her guardian in a cottage on Mochi-mochi mountain is Seravi, who is her teacher and also the fictional world's greatest magician. Chacha is clumsy in casting her spells because, throughout the anime, when she summons something, it often turns out to be something that she didn't mean to cast, for example, spiders (kumo) instead of a cloud (also kumo). At times in the anime when she and her friends are in trouble, however, her spells do work. Living on the same mountain is a boy gifted with enormous strength named Riiya. It is described that Riiya came from a family of werewolves who can instantly change into a wolf whenever they want. Quite far from Mochi-mochi mountain lies Urizuri mountain. Dorothy, also a well known magician in her land, lives in a castle on Urizuri mountain. Living with her is Shiine, her student. Shiine is adept when it comes to casting spells. He is a young wizard and most of his knowledge about magic was taught to him by Dorothy.

The first 2 seasons were originally created by the anime team. Most of the stories in season 3 are based on the manga.

(Source: Wikipedia)",TV,74,"Jan 7, 1994 to Jun 30, 1995",Finished Airing,"Nihon Ad Systems, Shueisha",UNKNOWN,Gallop,Manga,24 min per ep,G - All Ages,1733,5140,110,https://cdn.myanimelist.net/images/anime/1098/108972.jpg
84,Ayashi no Ceres,"Ceres, Celestial Legend",妖しのセレス,7.18,"Adventure, Drama, Horror, Romance, Supernatural, Suspense","Ceres was a tennyo (Celestial maiden) who came down from the heavens to bathe in a stream. She hung her hagoromo (robe) on a tree nearby, which was her key to returning to the heavens. But the robe was stolen and the man who had stolen it forced her to become his wife, thus producing a family full of human and tennyo blood mixed.

Now, in modern day time, Aya Mikage is a descendent of Ceres, and has quite an amount of tennyo blood. On her 16th birthday, she and her twin brother, Aki, are thrown a party. At the ""party,"" Aya's grandpa plans to kill her, for she has tennyo powers unlike the rest of the family, and can actually become Ceres herself and destroy the Mikage family. Aya, however, can switch back, so this transformation happens quite frequently.

With protector Yuuhi by her side, it is up to Aya to control Ceres and keep her from coming back, but her relationship with an ex-worker for her evil grandpa may be a distraction.",TV,24,"Apr 20, 2000 to Sep 28, 2000",Finished Airing,Bandai Visual,"VIZ Media, Discotek Media",Pierrot,Manga,21 min per ep,R - 17+ (violence & profanity),3156,2628,482,https://cdn.myanimelist.net/images/anime/1928/106202.jpg
85,Boys Be...,Boys Be...,ボーイズ・ビー,6.4,"Comedy, Romance, Slice of Life","There are two sides to every love story, and Boys Be... reveals what's really going on—from the guy's point of view!

Meet three normal high school guys with just one thing on their minds: girls. Quiet Kyoichi has been friends with Chiharu ever since they were young, but lately, his feelings have begun to change. Lecherous Makoto, a self-proclaimed master of the rules of romance, is ready to sweep the ladies off their feet. And Yoshihiko, a handsome sports nut, is unfortunately a bit clueless in matters of the heart.

Join this hapless trio for a year of romantic misadventures that will change their lives forever!

(Source: RightStuf)",TV,13,"Apr 11, 2000 to Jul 4, 2000",Finished Airing,Geneon Universal Entertainment,Nozomi Entertainment,Hal Film Maker,Manga,23 min per ep,PG-13 - Teens 13 or older,6889,4306,42,https://cdn.myanimelist.net/images/anime/1/2223.jpg
86,Hana yori Dango,Hana Yori Dango,花より男子,7.61,"Drama, Romance","Makino Tsukushi, a girl who comes from a poor family, just wants to get through her two last years at Eitoku Gakuen quietly. But once she makes herself known by standing up for her friend to the F4, the four most popular, powerful, and rich boys at the school, she gets the red card: F4's way of a ""Declaration of War."" But when she doesn't let herself be beaten by them and is starting to fall for one of the F4, Hanazawa Rui, she starts to see that there is more than meets the eye...

(Source: ANN)",TV,51,"Sep 8, 1996 to Aug 31, 1997",Finished Airing,UNKNOWN,"VIZ Media, Discotek Media",Toei Animation,Manga,25 min per ep,PG-13 - Teens 13 or older,1359,2643,769,https://cdn.myanimelist.net/images/anime/2/42871.jpg
87,Ou Dorobou Jing,Jing: King of Bandits,王ドロボウ JING,7.19,"Adventure, Comedy, Fantasy, Sci-Fi","Jing may appear to be a young boy, but his remarkable skills make him one of the most feared thieves on the planet. Along with his feathered partner Kir, Jing travels from town to town, stealing anything of value regardless of the amount of security. But when he's in a pinch, he has one more trick up his sleeve: Kir bonds with Jing's right arm to perform the effectively deadly ""Kir Royale"" attack. And because of all this, Jing is infamously known by many as the ""King of Bandits.""",TV,13,"May 15, 2002 to Aug 14, 2002",Finished Airing,Aniplex,ADV Films,Studio Deen,Manga,24 min per ep,PG-13 - Teens 13 or older,3109,3440,206,https://cdn.myanimelist.net/images/anime/1961/92115.jpg
88,Ou Dorobou Jing in Seventh Heaven,Jing: King of Bandits - Seventh Heaven,王ドロボウ JING in Seventh Heaven,7.25,"Adventure, Comedy, Fantasy","Jing, the infamous King of Bandits, finds himself and his feathered partner Kir behind bars in Seventh Heaven, the most notorious prison complex in the world. There, they seek to steal the Dream Orb from the convict Campari. But before doing so, they must escape from the prison of dreams that Campari has conjured for them.",OVA,3,"Jan 21, 2004 to Apr 28, 2004",Finished Airing,Aniplex,"ADV Films, Funimation",Studio Deen,Manga,30 min per ep,PG-13 - Teens 13 or older,2793,5457,24,https://cdn.myanimelist.net/images/anime/5/30325.jpg
89,Bakuretsu Tenshi,Burst Angel,爆裂天使,6.79,"Adventure, Comedy, Sci-Fi","In Japan's not-too-distant future, crime has become so common that the government has legalised firearms for citizens to use in self-defence. To combat this new wave of wrongdoing, the Recently Armed Police of Tokyo was established in hopes of hunting down criminals with lethal force.

Kyohei Tachibana is a gifted culinary student who dreams of saving up enough money to become a pastry chef in France. When four young mercenaries ask him to be their cook, he's forced into making a tough choice. As Jo, Meg, Sei, and Amy take on the bloodiest jobs in the chaotic city of Tokyo, Kyohei accepts an imminent descent into the world of crime—and he'll do a lot more than just cooking!",TV,24,"Apr 7, 2004 to Sep 15, 2004",Finished Airing,"GDH, TV Asahi, Imagica",Funimation,Gonzo,Original,23 min per ep,PG-13 - Teens 13 or older,4892,2435,234,https://cdn.myanimelist.net/images/anime/10/22647.jpg
90,Chuuka Ichiban!,UNKNOWN,中華一番,7.58,"Action, Comedy, Drama, Gourmet","The story takes place in 19th century China during the Qing Dynasty, where the Emperor was weakened and the country was close to chaos. It is also during a fictitious era called ""The Era of the Cooking Wars"". It was an era in which top chefs with different cooking styles tried their best to improve their skills and to become the best chef in China. It is a country where insulting a high-grade chef or fooling around with cooking could land a person in a jail, and impersonating a top-chef is as good as usurpation of authority. Chefs compete with each other in order to gain respect and even power, but also with the risks of losing everything.

The country of China has four major regions: Beijing, Szechuan, Shanghai, and Guangdong.

The beginning of the story takes place in Szechuan, Mao's birthplace.

After the death of Mao's mother, Pai, who was called the 'Fairy of Cuisine', Mao becomes a Super Chef in order to take the title as Master Chef of his mother's restaurant. However, before he takes his mother's place as Master Chef, he continues to travel China in order to learn more of the many ways of cooking, in the hopes of becoming a legendary chef, just like his mother. During his journey, he meets great friends and fierce rivals who wish to challenge him in the field of cooking.

(Source: Wikipedia)",TV,52,"Apr 27, 1997 to Sep 13, 1998",Finished Airing,UNKNOWN,UNKNOWN,Nippon Animation,Manga,23 min per ep,PG-13 - Teens 13 or older,1432,4649,113,https://cdn.myanimelist.net/images/anime/6/75283.jpg
91,Corrector Yui,Corrector Yui,コレクター・ユイ,6.97,"Adventure, Comedy, Sci-Fi","Yui is an average schoolgirl who lives in a future where all computers are supported by a single global network known as COMNET. Yui is a computer-illiterate girl who after a computer-lab accident is approached by IR, a raccoon looking corrector computer program, which tells her she must save COMNET. She must stop the rogue A.I. (Artificial Intelligence) computer program known as Grosser and his hench-programs from taking over the world. Grosser was originally designed to be that manager of all of COMNET. At first she's very reluctant to play the heroine because of her complete lack of knowledge and ability with computers. To save COMNET she must find and gain the trust of the other seven wayward corrector programs. They must also find the creator or COMNET Professor Inukai, to help stop Grosser for good.

(Source: ANN)",TV,52,"Apr 9, 1999 to Oct 20, 2000",Finished Airing,"NHK, Studio Tron",VIZ Media,Nippon Animation,Original,25 min per ep,G - All Ages,4110,5031,92,https://cdn.myanimelist.net/images/anime/1696/105659.jpg
92,Chou Henshin Cosprayers,The Cosmopolitan Prayers,超変身コス∞プレイヤー,4.82,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Ecchi","Koto unknowingly seals away the Sun Goddess Amaterasu, and now she is in a different world and can't return. Meeting priestesses who combat the evil in this strange place she learns that Black Towers throughout the land keep Amaterasu sealed away and are guarded by evil monsters. Koto must now find a way to help defeat these monsters and return the world to the way it was.

(Source: ANN)",TV,8,"Jan 13, 2004 to Mar 2, 2004",Finished Airing,m.o.e.,UNKNOWN,"Imagin, Studio Live",Original,17 min per ep,PG-13 - Teens 13 or older,12171,6433,5,https://cdn.myanimelist.net/images/anime/5/75236.jpg
93,Uchuu no Stellvia,Stellvia,宇宙のステルヴィア,7.37,"Action, Romance, Sci-Fi","In the year 2167, a wave of radiation released by the supernova of the nearby star Hydrus Beta caused cataclysmic damage on Earth, leaving millions dead. Now, it is the year 2356. United to rebuild Earth, humanity prepares for the supernova's second wave of destruction.

In order to protect the planet from future harm, massive space colonies called ""Foundations"" have been built throughout the Solar System. Acting as centers for both knowledge and exploration, it is at one of these Foundations—the Stellvia—that Shima Katase applies to be a preparatory student against her mother's wishes, aspiring to see space directly with her own eyes.

At the Stellvia, Katase trains to become a pilot and hopes to be selected for the ""Great Mission"" to shield Earth from the second wave. While she struggles with both her pilot classes and her tumultuous social life, she slowly grows into someone who might just be able to protect humanity.",TV,26,"Apr 3, 2003 to Sep 25, 2003",Finished Airing,"Starchild Records, TV Tokyo Music","Discotek Media, Geneon Entertainment USA",Xebec,Original,23 min per ep,PG-13 - Teens 13 or older,2176,4220,119,https://cdn.myanimelist.net/images/anime/1587/134660.jpg
94,Sakigake!! Cromartie Koukou,Cromartie High School,魁!! クロマティ高校,7.9,Comedy,"Takashi Kamiyama is your typical mild-mannered high school student—polite, aloof, and pacifistic, with a slightly above-average IQ. But would your average high school student really enroll himself at the infamous Cromartie High School, known as a breeding ground for the toughest delinquents out there?

Apparently so, as that is exactly what Takashi does, though for reasons he'd rather leave unmentioned. However, one thing is for sure: the ""hard-boiled rabbit in a den full of hungry lions"" is never going to have another dull day. And how could he, now that he's surrounded by mohawked punks, obnoxious robots, and... gorillas? And was that Freddie Mercury riding a horse down the corridor? Follow Takashi as he earnestly dedicates his new high school life to better his school's reputation while his classmates are hellbent on wreaking havoc.",TV,26,"Oct 3, 2003 to Mar 26, 2004",Finished Airing,TV Tokyo Music,"ADV Films, Sentai Filmworks, Discotek Media",Production I.G,Manga,12 min per ep,PG-13 - Teens 13 or older,722,1549,1600,https://cdn.myanimelist.net/images/anime/1782/130913.jpg
95,El Hazard: The Alternative World,UNKNOWN,異次元の世界エルハザード,6.79,"Adventure, Comedy, Fantasy","Miz plans to retire as a Great Priestess of Water to married life with her darling Fujisawa and as replacement the young Qawoor Towles arrives to Floristica. Jinnai sees Qawoor's initiation ceremony as a chance to infiltrate Makoto's laboratory but accidentally activates a mysterious thingy that sends them all through the dimensions to a grey industrial city protected by a huge castle in an alternative world.

(Source: ANN)",TV,13,"Jan 8, 1998 to Mar 26, 1998",Finished Airing,Pioneer LDC,"Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,25 min per ep,PG-13 - Teens 13 or older,4906,5731,8,https://cdn.myanimelist.net/images/anime/3/61047.jpg
96,El Hazard: The Wanderers,El-Hazard: The Wanderers,神秘の世界エルハザード,6.93,"Adventure, Comedy, Fantasy, Romance","High school science-whiz Makoto Mizuhara is working on his newest project in preparation for the school festival, alongside his best friend Nanami Jinnai. Nanami's brother and Makoto's lifelong rival, the unscrupulous student council president Katsuhiko Jinnai, is under scrutiny for mishandling the school festival planning and is convinced that Makoto is plotting to steal his position. One night, as Makoto and Nanami are taking a break with their teacher Masamichi Fujisawa, Jinnai sneaks into the science lab and sabotages Makoto's device, which suddenly opens a portal that flings all four of them into another world!

Upon arrival, Makoto is immediately attacked by a horde of giant bug monsters. While running from them, he comes across Fujisawa and a girl named Rune Venus. After Fujisawa fights off the monsters, a group of dignitaries arrives, looking for Rune, their princess. They inform Makoto and Fujisawa that they are in a world called El-Hazard and take them back to the palace of Roshtaria, their kingdom. Though her advisors are suspicious of the newcomers, Rune decrees that they are to be treated as guests and quickly befriends Makoto. Unaware that Nanami and Jinnai are in this world as well, Makoto gets to work trying to figure out a way back to Earth.",TV,26,"Oct 6, 1995 to Mar 29, 1996",Finished Airing,"TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa","Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,23 min per ep,PG-13 - Teens 13 or older,4257,4846,35,https://cdn.myanimelist.net/images/anime/13/24439.jpg
97,El Hazard: The Magnificent World,UNKNOWN,神秘の世界エルハザード,7.26,"Adventure, Comedy, Fantasy, Romance","After Makoto Mizuhara agrees to testify against the boisterous student council president Katsuhiko Jinnai for bribing school clubs in the recent student council elections, Jinnai chases him down in an attempt to silence his self-proclaimed rival. Suddenly, during the chase, time stops for everyone—except Makoto. Perplexed, he wanders around the campus until he notices a light coming from the school's closed-off basement, where an ancient relic had just been uncovered.

Makoto is walking toward the artifact surrounded by strings of light, when out of it comes an otherworldly woman who claims she has been waiting for ten thousand years to see him. Weakened by the passage of time, she uses her remaining power to transport a confused Makoto to another world, which she refers to as El-Hazard. However, others who are still at school are also caught in the spell, namely: Jinnai; Masamichi Fujisawa, the alcoholic teacher; and Nanami Jinnai, the headstrong sister of president Jinnai.

The fantastical and magnificent world of El-Hazard awaits these four individuals where they will become entangled in the story of its inhabitants and embark on an adventure filled with laughter, danger, and even romance.",OVA,7,"May 26, 1995 to Jan 25, 1996",Finished Airing,Pioneer LDC,"Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,34 min per ep,PG-13 - Teens 13 or older,2720,4693,95,https://cdn.myanimelist.net/images/anime/1893/128632.jpg
98,El Hazard 2: The Magnificent World,UNKNOWN,神秘の世界 エルハザード 第2期,6.78,"Adventure, Comedy, Fantasy","Continuing the from OVAs; When Fujisawa, suffering from cold feet, leaves Miz at the altar, an enraged Priestess drafts Makoto and friends to go find him. In the couse of locating the hapless (and gutless) teacher, they find another Ifurita. Meanwhile Jinnai and Diva searching for a new Bugrom homeland stumble upon another yet another Demon God, the impish Kalia. However, unlike Ifurita she has a mind, and a mission, of her own...

(Source: ANN)",OVA,4,"Mar 21, 1997 to Oct 25, 1997",Finished Airing,Pioneer LDC,Geneon Entertainment USA,AIC,Original,30 min per ep,PG-13 - Teens 13 or older,4926,6314,6,https://cdn.myanimelist.net/images/anime/11/2796.jpg
99,Final Approach,UNKNOWN,φなる・あぷろーち,6.52,"Comedy, Drama, Romance","Ever since their parents died a few years ago, Ryo and his sister Akane have been living alone together. Despite their difficult situation, they are still living reasonably happy and normal lives. However, everything is about to be flipped upside-down due to a secret government project. Due to increasingly low birth rates in Japan, the Japanese government is testing a program in which two young people are forced to marry. Ryo wants no part of it, but he is given little choice in the matter; his new fiancée, Shizuka, comes to his home late one night with several dozen government issued bodyguards, who are there to ensure the success of the new couple. Unlike Ryo, Shizuka couldn’t be more willing to go along with this new program, and eagerly goes about her wifely duties, despite his objections. With meddling friends, pushy bodyguards, and an overenthusiastic new fiancée, Ryo’s life has taken a turn in a direction the young man certainly didn’t expect.

(Source: ANN)",TV,13,"Oct 3, 2004 to Dec 26, 2004",Finished Airing,UNKNOWN,UNKNOWN,"Trinet Entertainment, Zexcs",Visual novel,14 min per ep,PG-13 - Teens 13 or older,6278,3525,46,https://cdn.myanimelist.net/images/anime/11/14607.jpg
100,Fruits Basket,Fruits Basket,フルーツバスケット,7.69,"Drama, Romance, Supernatural","After the accident in which she lost her mother, 16-year-old Tooru moves in with her grandfather, but due to his home being renovated, is unable to continue living with him. Claiming she will find someone to stay with but also fearing the criticism of her family and not wanting to burden any of her friends, Tooru resorts to secretly living on her own in a tent in the woods.

One night on her way back from work, she finds her tent buried underneath a landslide. Yuki Souma, the ""prince"" of her school, and his cousin Shigure Souma, a famous author, stumble across Tooru's situation and invite her to stay with them until her grandfather's home renovations are complete.

Upon arriving at the Souma house, Tooru discovers their secret: if a Souma is hugged by someone of the opposite gender, they temporarily transform into one of the animals of the zodiac! However, this strange phenomenon is no laughing matter; rather, it is a terrible curse that holds a dark history. As she continues her journey, meeting more members of the zodiac family, will Tooru's kindhearted yet resilient nature be enough to prepare her for what lies behind the Souma household's doors?",TV,26,"Jul 5, 2001 to Dec 27, 2001",Finished Airing,"TV Tokyo, Nihon Ad Systems, King Records",Funimation,Studio Deen,Manga,24 min per ep,PG-13 - Teens 13 or older,1174,389,9255,https://cdn.myanimelist.net/images/anime/4/75204.jpg
101,Fullmetal Alchemist,Fullmetal Alchemist,鋼の錬金術師,8.11,"Action, Adventure, Award Winning, Drama, Fantasy","Edward Elric, a young, brilliant alchemist, has lost much in his twelve-year life: when he and his brother Alphonse try to resurrect their dead mother through the forbidden act of human transmutation, Edward loses his brother as well as two of his limbs. With his supreme alchemy skills, Edward binds Alphonse's soul to a large suit of armor.

A year later, Edward, now promoted to the fullmetal alchemist of the state, embarks on a journey with his younger brother to obtain the Philosopher's Stone. The fabled mythical object is rumored to be capable of amplifying an alchemist's abilities by leaps and bounds, thus allowing them to override the fundamental law of alchemy: to gain something, an alchemist must sacrifice something of equal value. Edward hopes to draw into the military's resources to find the fabled stone and restore his and Alphonse's bodies to normal. However, the Elric brothers soon discover that there is more to the legendary stone than meets the eye, as they are led to the epicenter of a far darker battle than they could have ever imagined.",TV,51,"Oct 4, 2003 to Oct 2, 2004",Finished Airing,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System","Funimation, Aniplex of America",Bones,Manga,24 min per ep,R - 17+ (violence & profanity),454,76,25502,https://cdn.myanimelist.net/images/anime/10/75815.jpg
102,Full Moon wo Sagashite,Searching for the Full Moon,満月をさがして,7.94,"Comedy, Drama, Romance, Supernatural","Two years ago, Mitsuki Kouyama's friend, Eichi Sakurai, moved to America before she could confess her feelings to him. Though she cannot contact him, they made a promise to fulfill their respective dreams: Mitsuki wants to become a professional singer, and Eichi an astronomer. She hopes that one day her music will reach him across the world with a brilliance like that of the full moon.

There is just one catch: Mitsuki suffers from throat cancer, which makes her voice quiet and singing strenuous. Her grandmother, who has a hatred of music, insists that Mitsuki undergo surgery to remove the cancer, but she refuses due to the risk of losing her voice. One day, two shinigami—Meroko Yui and Takuto Kira—appear to tell her that she only has one year left to live. This sudden revelation spurs Mitsuki into action, and she decides that with Meroko and Takuto's help, she will become a professional singer in the time she has left.

Full Moon wo Sagashite follows the emotional story of Mitsuki and her shinigami friends as they discover what it means to sing—and ultimately, what it means to live.",TV,52,"Apr 6, 2002 to Mar 29, 2003",Finished Airing,Nihon Ad Systems,VIZ Media,Studio Deen,Manga,24 min per ep,PG-13 - Teens 13 or older,660,1860,1782,https://cdn.myanimelist.net/images/anime/1900/99154.jpg
103,Fushigi Yuugi,Mysterious Play,ふしぎ遊戯,7.61,"Adventure, Fantasy, Romance","During a visit to the National Library, Miaka Yuuki and Yui Hongo stumble upon a strange old book that casts a red light, sucking them inside its unfamiliar world. Upon arrival, the two encounter hostile slave traders and barely escape with the help of Tamahome—a powerful young man bearing a Chinese symbol on his forehead. But, a moment later, the red light returns and takes Yui away.

Desperate to reunite with her companion, Miaka asks Tamahome for assistance. However, the situation escalates when the pair encounters the land's emperor, Hotohori, who believes Miaka is the foretold priestess of the kingdom's protector god Suzaku. By gathering the god's seven Celestial Warriors, the priestess can summon Suzaku and have all her wishes granted. Hotohori hopes this will save his country, and since it appears to be a fitting solution to the girl's problems as well, he convinces her to accept the role.

Meanwhile, at the library, Yui realizes she has been brought back alone. Unable to intervene, she helplessly witnesses Miaka traversing through courageous trials as the mysterious book's heroine.",TV,52,"Apr 6, 1995 to Mar 28, 1996",Finished Airing,"TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon","Media Blasters, Geneon Entertainment USA",Pierrot,Manga,23 min per ep,PG-13 - Teens 13 or older,1357,1748,2043,https://cdn.myanimelist.net/images/anime/2/20140.jpg
104,Fushigi Yuugi: Eikouden,Mysterious Play: Eikoden,ふしぎ遊戯 -永光伝,6.82,"Adventure, Drama, Fantasy, Romance","After years of hardships interfered with their love, Miaka Yuuki and Taka Sukunami are finally married and expecting a baby—the pinnacle of their unbreakable bond. Unfortunately, not everyone rejoices alongside the blessed couple. Mayo Sakaki, one of Taka's students, has a crush on him and cannot bear witnessing the pair's flourishing relationship.

Upon discovering The Universe of the Four Gods, Mayo learns that the old book is where Miaka and Taka first met as the priestess of the god Suzaku and the god's Celestial Warrior Tamahome. Unscrupulous about destroying a happy family, Mayo readily ventures inside with hopes of becoming the new priestess of Suzaku and rewriting the story to her advantage.

Meanwhile, her actions do not delay to show devastating effects. Leaving an unconscious Miaka at the hospital, Taka must follow Mayo to The Universe of the Four Gods and stop her before the circumstances worsen for his wife and their unborn child.",OVA,4,"Dec 21, 2001 to Jun 25, 2002",Finished Airing,UNKNOWN,"Media Blasters, Geneon Entertainment USA",Pierrot,Manga,30 min per ep,PG-13 - Teens 13 or older,4776,4833,40,https://cdn.myanimelist.net/images/anime/11/67701.jpg
105,Futakoi,Twin Love,双恋,6.44,"Comedy, Romance","With his mother dead and his father working abroad, Futami Nozomu returns to the town where he lived as a child, to attend high school and work part-time at a local shrine. He soon finds himself caught up in a local legend of twin girls loving the same man. And there are many twin girls in this town....

(Source: ANN)",TV,13,"Oct 6, 2004 to Dec 29, 2004",Finished Airing,Lantis,UNKNOWN,Telecom Animation Film,Original,24 min per ep,PG-13 - Teens 13 or older,6666,3540,23,https://cdn.myanimelist.net/images/anime/1/125.jpg
106,Futakoi Alternative,UNKNOWN,フタコイ オルタナティブ,6.86,"Comedy, Drama, Romance","The Futaba Detective Agency, being run by Rentarou, who has taken over the family business, after his father's death 3 weeks ago. Along w/ Sara &amp; Souju, his live-in identical twin assistants. He ends up running afoul of the local Yakuza.

(Source: ANN)",TV,13,"Apr 7, 2005 to Jun 30, 2005",Finished Airing,Lantis,UNKNOWN,"ufotable, feel., Studio Flag",Original,24 min per ep,PG-13 - Teens 13 or older,4571,3750,78,https://cdn.myanimelist.net/images/anime/6/16733.jpg
107,Gate Keepers,UNKNOWN,ゲートキーパーズ,6.92,"Action, Comedy, Fantasy, Sci-Fi","Technology, science, and industry—this is 1969 Tokyo, and there is no better time to be alive! But a shadow looms quietly around every corner: ""Invaders"" have infiltrated the populace, and nobody knows who or what they are.

Only the members of the top-secret agency AEGIS know of their existence. Covertly fighting the enemy is their job, but only those with the ability to open ""Gates"" to another world can truly defeat them. Within AEGIS is a specialized task force known as the ""Gate Keepers."" Composed of extraordinary individuals with a variety of Gate-related abilities, they are the only ones who can save humanity from the vicious Invaders plaguing the planet.

Shun Ukiya is an average high school student who lives with his widowed mother and little sister. While on his way home from school one day, he comes across a group of Invaders heading toward his house. In a desperate plight to save his family, Shun discovers he possesses the ability to open a Gate, allowing him to harness massive amounts of energy. With his newfound ability exposed, he catches the attention of AEGIS, and particularly the interest of one of its Gate Keepers, Shun's childhood friend Ruriko Ikusawa.",TV,24,"Apr 3, 2000 to Sep 18, 2000",Finished Airing,Media Factory,Geneon Entertainment USA,Gonzo,Game,25 min per ep,PG-13 - Teens 13 or older,4314,4404,54,https://cdn.myanimelist.net/images/anime/12/15226.jpg
108,Gate Keepers 21,UNKNOWN,ゲートキーパーズ21,6.74,"Action, Drama, Sci-Fi","Thirty-two years have passed since the initial defeat of the Invaders. A.E.G.I.S is all but dismantled now and has become an underground organization consisting of only a few Gate Keepers left to save humanity. One of the members, Ayane Isuzu, is sick of society as a whole, though she continues to defeat the Invaders out of spite for her father. Suddenly, she learns of the revival of Machine General (Kikai Shogun) and Devil Count (Akuma Hakushaku), but a mysterious ghost girl now accompanies them. It is up to Ayane and the remnants of A.E.G.I.S to stop them and save humanity once again.

(Source: ANN)",OVA,6,"Apr 24, 2002 to Jan 8, 2003",Finished Airing,UNKNOWN,Geneon Entertainment USA,Gonzo,Game,25 min per ep,PG-13 - Teens 13 or older,5125,5946,21,https://cdn.myanimelist.net/images/anime/6/75569.jpg
109,Gensoumaden Saiyuuki,Saiyuki,幻想魔伝 最遊記,7.55,"Action, Adventure, Comedy, Drama, Supernatural","Many years ago, humans and demons lived in harmony. But that unity ended when demons started attacking humans and plotted a mission to unleash Gyumao—an evil demon imprisoned for thousands of years. Now, Genjo Sanzo, a rogue priest, must team up with three demons—Sha Gojyo, Son Goku, and Cho Hakkai—and embark on a perilous journey to the west to stop these demons from resurrecting Gyumao and restore the balance between humans and demons on Earth.

(Source: ANN)",TV,50,"Apr 4, 2000 to Mar 27, 2001",Finished Airing,"TV Tokyo, Dentsu, Group TAC",ADV Films,Pierrot,Manga,23 min per ep,R - 17+ (violence & profanity),1545,2791,776,https://cdn.myanimelist.net/images/anime/11/75282.jpg
110,Saiyuuki Reload,Saiyuki Reload,最遊記RELOAD,7.37,"Action, Adventure, Comedy, Drama, Supernatural","Priest Genjo Sanzo and companions Cho Hakkai, Sha Gojyo, and Son Goku maintain their westward journey to stop the resurrection of the demon Gyoumao. As the reputation of the Sanzo Ikkou precedes them, they continue to fight demon assassins at every turn, but they must also deal with increasing tensions within their group in order to defeat a powerful enemy.

(Source: ANN)",TV,25,"Oct 2, 2003 to Mar 25, 2004",Finished Airing,UNKNOWN,"Discotek Media, Geneon Entertainment USA",Pierrot,Manga,23 min per ep,PG-13 - Teens 13 or older,2211,3560,112,https://cdn.myanimelist.net/images/anime/1037/134418.jpg
111,Saiyuuki Reload Gunlock,Saiyuki Gunlock,最遊記RELOAD GUNLOCK,7.37,"Action, Adventure, Comedy, Drama, Supernatural","The Sanzo Ikkou continues its westward journey, on a mission to prevent a demonic resurrection. As Genjo Sanzo, Cho Hakkai, Sha Gojyo, and Son Goku fight their way to their goal, their path is fraught with internal strife. When they encounter a formidable pair of adversaries from the west, the cohesion of the group -- and the fate of the mission -- may be at stake.

(Source: ANN)",TV,26,"Apr 2, 2004 to Sep 24, 2004",Finished Airing,UNKNOWN,Geneon Entertainment USA,Pierrot,Manga,24 min per ep,PG-13 - Teens 13 or older,2211,4298,46,https://cdn.myanimelist.net/images/anime/1348/134419.jpg
112,GetBackers,Getbackers,ゲットバッカーズ　奪還屋,7.58,"Action, Mystery, Supernatural","Mido Ban and Amano Ginji are known as the Get Backers, retrievers with a success rate of 100%. Whatever is lost or stolen, they can definitely get it back. Despite their powerful abilities and enthusiastic behavior, Ban and Ginji are terminally broke no matter what they do simply because few people would actually desire to hire them. As a result, the pair of them tend to do dangerous jobs, often leading to unwanted re-encounters with their old (and dangerous) friends.",TV,49,"Oct 5, 2002 to Sep 20, 2003",Finished Airing,"TBS, Kodansha, Rondo Robe, Rakuonsha","ADV Films, Sentai Filmworks",Studio Deen,Manga,24 min per ep,PG-13 - Teens 13 or older,1438,1703,867,https://cdn.myanimelist.net/images/anime/4/7547.jpg
